id,text,lang,category
1756355502336823405,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355238385139969,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355219179635093,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355194936275351,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355135167725794,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355113302499397,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355109116616713,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355068947726498,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355041068306826,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355030926430504,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756355022055477472,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354965600112742,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354960282038288,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354952023130190,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354929793310875,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354921496973545,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354872738463811,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354799665021155,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354721630355843,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354708707397911,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354704378892366,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354574250611097,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354538905203141,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354498384306354,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354444063654151,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354403626291566,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354401340457431,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354325297701272,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354321396974080,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354268569714819,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354192103313545,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354178861940766,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354165666677126,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354122524033172,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756354076638355845,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756353888804904971,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756353873093050418,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756353858828120185,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756353793019482479,RT  ®This is a HUGE scandal, Joe Biden is furious that his top law enforcement stooge Merrick Garland didnt arrest President,en,US
1756362380861223085,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362342676263183,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362284069183659,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362208915710013,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362099213934626,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362090204262898,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362380861223085,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362342676263183,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362284069183659,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362208915710013,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362099213934626,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362090204262898,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362008507949440,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362380861223085,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362342676263183,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362284069183659,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362208915710013,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362099213934626,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362090204262898,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362008507949440,RT  The media narrative that Hur laid it on thick in his report about Bidens senility to help Trump is FALSE It was a CYA,en,US
1756362103378592192,RT  And Hur was not appointed by Trump, as the media keeps bleating He was appointed special counsel by Bidens attorney ge,en,US
1756362103378592192,RT  And Hur was not appointed by Trump, as the media keeps bleating He was appointed special counsel by Bidens attorney ge,en,US
1756362038194901403,RT  And Hur was not appointed by Trump, as the media keeps bleating He was appointed special counsel by Bidens attorney ge,en,US
1756362103378592192,RT  And Hur was not appointed by Trump, as the media keeps bleating He was appointed special counsel by Bidens attorney ge,en,US
1756362038194901403,RT  And Hur was not appointed by Trump, as the media keeps bleating He was appointed special counsel by Bidens attorney ge,en,US
1756362358073557493,  The New Republic
Stuart Stevens

Just Say It, Democrats Biden Has Been a Great President

A plea to my Democratic friends Its time to start calling Joe Biden a great president Not a good one Not a better choice than Donald Trump Joe Biden is a historically great president,en,US
1756362358073557493,  The New Republic
Stuart Stevens

Just Say It, Democrats Biden Has Been a Great President

A plea to my Democratic friends Its time to start calling Joe Biden a great president Not a good one Not a better choice than Donald Trump Joe Biden is a historically great president,en,US
1756362358073557493,  The New Republic
Stuart Stevens

Just Say It, Democrats Biden Has Been a Great President

A plea to my Democratic friends Its time to start calling Joe Biden a great president Not a good one Not a better choice than Donald Trump Joe Biden is a historically great president,en,US
1755999961546682589,RT  A day the left hoped would result in Trump being removed from the ballot via the 14th Amendment, might end up with Biden,en,US
1755999908794884309,RT  A day the left hoped would result in Trump being removed from the ballot via the 14th Amendment, might end up with Biden,en,US
1756362336456073283,RT  If Democrats were not riddled with TDS, they would say Trump should not have been charged  similar to Biden  if he,en,US
1756362336456073283,RT  If Democrats were not riddled with TDS, they would say Trump should not have been charged  similar to Biden  if he,en,US
1756362336456073283,RT  If Democrats were not riddled with TDS, they would say Trump should not have been charged  similar to Biden  if he,en,US
1755999850074673315,  Biden did NOT win the 2020 Election President Trump WON the 2020 Election FACT,en,US
1756361975238475872,RT  If Democrats were not riddled with TDS, they would say Trump should not have been charged  similar to Biden  if he,en,US
1756361975238475872,RT  If Democrats were not riddled with TDS, they would say Trump should not have been charged  similar to Biden  if he,en,US
1756362153114669073, Milley also towed the line for Bidens policies while badmouthing Trump when he was CIC, Milley spewed left wing talking points like saying he was trying to understand white rage, and carried out the worst US military disaster in over 60 years

The guy was a disaster,en,US
1756362153114669073, Milley also towed the line for Bidens policies while badmouthing Trump when he was CIC, Milley spewed left wing talking points like saying he was trying to understand white rage, and carried out the worst US military disaster in over 60 years

The guy was a disaster,en,US
1756362153114669073, Milley also towed the line for Bidens policies while badmouthing Trump when he was CIC, Milley spewed left wing talking points like saying he was trying to understand white rage, and carried out the worst US military disaster in over 60 years

The guy was a disaster,en,US
1756357594577281511,  That is exactly what Merrick Garland is doing He is still putting his trust in situations that are not only under attack from outside forces, but from inside forces allied with the evil fuck, Trump,en,US
1755999912951472419,RT  Im all for criticizing Tucker Carlson amp his politics, lies, racism, amp his softball interviews with the likes of Trump amp n,en,US
1755999851257434508,RT  Im all for criticizing Tucker Carlson amp his politics, lies, racism, amp his softball interviews with the likes of Trump amp n,en,US
1755999902063284581,   They stole the 2020 election and overthrew our government MAGA and the Palestine human rights campaigners have the same enemies
911, JFK, stolen elections all from the same enemy

Trump now knows this 
1755999868315988274,  Let me add to thisSoon they will pull Biden from his campaign and big Mike is going to step in to run since they have no one  besides him, that could possibly give Trump a run for his money Then Mike will announce that hes choosing his husband as VP They will win the 
1756362238544293913,RT  Scholz and Biden mocked Putins interview with Tucker Carlson

Olaf Scholz visited the United States, where he met with Presi,en,US
1756362238544293913,RT  Scholz and Biden mocked Putins interview with Tucker Carlson

Olaf Scholz visited the United States, where he met with Presi,en,US
1756362238544293913,RT  Scholz and Biden mocked Putins interview with Tucker Carlson

Olaf Scholz visited the United States, where he met with Presi,en,US
1756362262963716326,During a meeting with US President Joe Biden in the Oval Office of the White House, German Chancellor Olaf Scholz recalled the meaningless interview that Ruzzian President Vladimir Putin gave former American TV host Tucker Carlson

1756362262963716326,During a meeting with US President Joe Biden in the Oval Office of the White House, German Chancellor Olaf Scholz recalled the meaningless interview that Ruzzian President Vladimir Putin gave former American TV host Tucker Carlson

1756362262963716326,During a meeting with US President Joe Biden in the Oval Office of the White House, German Chancellor Olaf Scholz recalled the meaningless interview that Ruzzian President Vladimir Putin gave former American TV host Tucker Carlson

1755999961362071869,RT   Zelenskyy has to be removed its obvious Putin doesnt trust him on his doorstep 

Let Trump negotiate,en,US
1756362198048186509,  Is Trump to old though is the question after Bidens interview doesnt that scare anyone

1756362198048186509,  Is Trump to old though is the question after Bidens interview doesnt that scare anyone

1756362198048186509,  Is Trump to old though is the question after Bidens interview doesnt that scare anyone

1756362168071569554,RT  This interview aged better than J Lo 

January 2023 I denounced the documents investigations into Biden amp Trump I further,en,US
1756362168071569554,RT  This interview aged better than J Lo 

January 2023 I denounced the documents investigations into Biden amp Trump I further,en,US
1756362168071569554,RT  This interview aged better than J Lo 

January 2023 I denounced the documents investigations into Biden amp Trump I further,en,US
1756362041948815507,RT  Wow, Trump hater Rapaport will not vote for BidenHarris over their Israel policies

Michael Rapaport Admits He Helped S,en,US
1756362041948815507,RT  Wow, Trump hater Rapaport will not vote for BidenHarris over their Israel policies

Michael Rapaport Admits He Helped S,en,US
1756362326251573304,RT  When Trump yells at reporters its a threat to democracy When Biden does it, its off script punchy exchanges,en,US
1756362302302114209,RT  When Trump yells at reporters its a threat to democracy When Biden does it, its off script punchy exchanges,en,US
1756362326251573304,RT  When Trump yells at reporters its a threat to democracy When Biden does it, its off script punchy exchanges,en,US
1756362302302114209,RT  When Trump yells at reporters its a threat to democracy When Biden does it, its off script punchy exchanges,en,US
1756362326251573304,RT  When Trump yells at reporters its a threat to democracy When Biden does it, its off script punchy exchanges,en,US
1756362302302114209,RT  When Trump yells at reporters its a threat to democracy When Biden does it, its off script punchy exchanges,en,US
1756362019303805055,RT  Biden cant complete a sentence and Trump is dancing circles around him ,en,US
1756362019303805055,RT  Biden cant complete a sentence and Trump is dancing circles around him ,en,US
1755999969528389882, I will vote for Trump again ∫∏∫∏∫∏∫∏ 
1756362205585461324, What absolute and complete bullshit  One of the ones screaming it has to be the voters but will take any thin excuse 
Trump never lasted full days  and ask yourself how many of Trumps cabinet called him lazy, stupid, ignorant and unhinged None of Bidens,en,US
1756362205585461324, What absolute and complete bullshit  One of the ones screaming it has to be the voters but will take any thin excuse 
Trump never lasted full days  and ask yourself how many of Trumps cabinet called him lazy, stupid, ignorant and unhinged None of Bidens,en,US
1756362205585461324, What absolute and complete bullshit  One of the ones screaming it has to be the voters but will take any thin excuse 
Trump never lasted full days  and ask yourself how many of Trumps cabinet called him lazy, stupid, ignorant and unhinged None of Bidens,en,US
1755999985039278083,RT   Weird Since trump lost the popular vote and the election and tried to sue his way into holding power and lost a,en,US
1755999956035608889,RT  PANIC Biden Regime UNRAVELS after new polls show hemorrhaging campaign with Trump WINNING Black and Latino voters 
1755999873319514595,RT  PANIC Biden Regime UNRAVELS after new polls show hemorrhaging campaign with Trump WINNING Black and Latino voters 
1755999849072255378,RT  BYRON DONALDS Life was MUCH BETTER under Trump 

Our streets were safer, our border was secure, amp we were all makin,en,US
1755999843405767051,RT  BYRON DONALDS Life was MUCH BETTER under Trump 

Our streets were safer, our border was secure, amp we were all makin,en,US
1756362325429301681, No youre not stupid because you belong in an institution yourself, if you watch the right news station, theyll actually show you Biden stumbling through his talks and his walks, even the DOJ wont prosecute him because hes not mentally competent to stand trial, or debate Trump,en,US
1756362325429301681, No youre not stupid because you belong in an institution yourself, if you watch the right news station, theyll actually show you Biden stumbling through his talks and his walks, even the DOJ wont prosecute him because hes not mentally competent to stand trial, or debate Trump,en,US
1756362325429301681, No youre not stupid because you belong in an institution yourself, if you watch the right news station, theyll actually show you Biden stumbling through his talks and his walks, even the DOJ wont prosecute him because hes not mentally competent to stand trial, or debate Trump,en,US
1756362149801189661, So says the master of puff pieces  Too bad he didnt do his job when he had the debate with Trump and Biden and all he did was cover for Biden,en,US
1756362149801189661, So says the master of puff pieces  Too bad he didnt do his job when he had the debate with Trump and Biden and all he did was cover for Biden,en,US
1756362149801189661, So says the master of puff pieces  Too bad he didnt do his job when he had the debate with Trump and Biden and all he did was cover for Biden,en,US
1756362297084191181,  He lost most Americans when he helped present Bidens lies in the debate with Trump,en,US
1756362297084191181,  He lost most Americans when he helped present Bidens lies in the debate with Trump,en,US
1756362297084191181,  He lost most Americans when he helped present Bidens lies in the debate with Trump,en,US
1756354669918441640,RT  Why isnt Merrick Garland investigating Jared Kushner

Because his best friend and mentor is Kushners lawyer and the p,en,US
1756358324663034141,RT  New article from me, and its a long one 

Want the truth about Merrick Garland and his backers Read it here 
1756362100903989481,RT  Why isnt Merrick Garland investigating Jared Kushner

Because his best friend and mentor is Kushners lawyer and the p,en,US
1756361448668963072,RT  Why isnt Merrick Garland investigating Jared Kushner

Because his best friend and mentor is Kushners lawyer and the p,en,US
1756358770706330008,RT  Why isnt Merrick Garland investigating Jared Kushner

Because his best friend and mentor is Kushners lawyer and the p,en,US
1756352510946877767,RT  Why isnt Merrick Garland investigating Jared Kushner

Because his best friend and mentor is Kushners lawyer and the p,en,US
1756361980913565781,So why slam Hur When Garland received Hurs report Monday, he could have made redactions before he sent it to Congress President Biden could have also exerted executive privilege and made redactions But neither did  Dementia memory DOJ MerrickGarland Biden,en,US
1756361980913565781,So why slam Hur When Garland received Hurs report Monday, he could have made redactions before he sent it to Congress President Biden could have also exerted executive privilege and made redactions But neither did  Dementia memory DOJ MerrickGarland Biden,en,US
1756356184364257642,RT  This Biden Presidency has gone on for far too long The man is impaired at every level and its time for Congress to act Cal,en,US
1756353523967541561,RT  Joe Biden is planning to make his attorney general Merrick Garland the scapegoat for the bombshell report which highlighted,en,US
1756362109472886855, LMAO Youre a fucking idiot Biden could eat a live baby in the Oval Office on live TV and your dumbass would still vote for the tyrant You are debris,en,US
1756362109472886855, LMAO Youre a fucking idiot Biden could eat a live baby in the Oval Office on live TV and your dumbass would still vote for the tyrant You are debris,en,US
1756362109472886855, LMAO Youre a fucking idiot Biden could eat a live baby in the Oval Office on live TV and your dumbass would still vote for the tyrant You are debris,en,US
1756362270450254313,RT  Harrison Ford says Im the same age as BidenOld guys ROCK Just for fun lets keep this going post a photo of an o,en,US
1756362138036125795,RT  Harrison Ford says Im the same age as BidenOld guys ROCK Just for fun lets keep this going post a photo of an o,en,US
1756362270450254313,RT  Harrison Ford says Im the same age as BidenOld guys ROCK Just for fun lets keep this going post a photo of an o,en,US
1756362138036125795,RT  Harrison Ford says Im the same age as BidenOld guys ROCK Just for fun lets keep this going post a photo of an o,en,US
1756362270450254313,RT  Harrison Ford says Im the same age as BidenOld guys ROCK Just for fun lets keep this going post a photo of an o,en,US
1756362138036125795,RT  Harrison Ford says Im the same age as BidenOld guys ROCK Just for fun lets keep this going post a photo of an o,en,US
1756361992128876610, You choose Biden because you are stupid,en,US
1756361992128876610, You choose Biden because you are stupid,en,US
1756362332060402103, So trying to arrest a presidential candidate and block him from running makes Biden a fascist also Ç,en,US
1756362332060402103, So trying to arrest a presidential candidate and block him from running makes Biden a fascist also Ç,en,US
1756362332060402103, So trying to arrest a presidential candidate and block him from running makes Biden a fascist also Ç,en,US
1756362051193369069, You choose Biden because you are easily emotionally manipulated by the media and fake stories, oh and you have TDS,en,US
1756362051193369069, You choose Biden because you are easily emotionally manipulated by the media and fake stories, oh and you have TDS,en,US
1756362084068053318,RT   I chose Biden Because Im not stupid

George, lets do a quick review 
1756362084068053318,RT   I chose Biden Because Im not stupid

George, lets do a quick review 
1756362084068053318,RT   I chose Biden Because Im not stupid

George, lets do a quick review 
1756358208950784032,RT  Nearly every problem President Biden currently has can be traced back to a decision made out of weakness and political e,en,US
1756356430352015665,RT   Agreed and Merrick Garland should not have allowed this hit job to go out with the DOJ seal of approval  
1756362263517389014,RT  Andrea Mitchell better keep it hush on President Bidens age shes no spring chicken 
1756362263517389014,RT  Andrea Mitchell better keep it hush on President Bidens age shes no spring chicken 
1756362263517389014,RT  Andrea Mitchell better keep it hush on President Bidens age shes no spring chicken 
1756362073565696238,RT  Dear media, and now I agree, fake news This also includes Andrea Mitchell, as a lifelong Democrat I support Joe Biden I,en,US
1756362073565696238,RT  Dear media, and now I agree, fake news This also includes Andrea Mitchell, as a lifelong Democrat I support Joe Biden I,en,US
1756362345226592680, Lets play a game called debate presidential candidates  Let Americans decide who has mental health issues No democratic debate between candidates I wonder why democrats hide Biden from answering questions unless they know these questions first with planed answers ñ,en,US
1756362345226592680, Lets play a game called debate presidential candidates  Let Americans decide who has mental health issues No democratic debate between candidates I wonder why democrats hide Biden from answering questions unless they know these questions first with planed answers ñ,en,US
1756362345226592680, Lets play a game called debate presidential candidates  Let Americans decide who has mental health issues No democratic debate between candidates I wonder why democrats hide Biden from answering questions unless they know these questions first with planed answers ñ,en,US
1756362181396910325,   Biden has a liars skip Plain and simple 
Ive stuttered for 62 years Couldnt get a sentence out till I was almost 20  
I know a stutter when I hear one And Ill vehemently defend a person with a stutter Biden is a con man forgetting the con Thats all it is,en,US
1756362181396910325,   Biden has a liars skip Plain and simple 
Ive stuttered for 62 years Couldnt get a sentence out till I was almost 20  
I know a stutter when I hear one And Ill vehemently defend a person with a stutter Biden is a con man forgetting the con Thats all it is,en,US
1756362181396910325,   Biden has a liars skip Plain and simple 
Ive stuttered for 62 years Couldnt get a sentence out till I was almost 20  
I know a stutter when I hear one And Ill vehemently defend a person with a stutter Biden is a con man forgetting the con Thats all it is,en,US
1756362139328258286, Hes ten times sharper than Biden,en,US
1756362139328258286, Hes ten times sharper than Biden,en,US
1756362139328258286, Hes ten times sharper than Biden,en,US
1756362329057362260,RT   Im ridin with Bidenäô,en,US
1756362239072727394,RT   Im ridin with Bidenäô,en,US
1756362329057362260,RT   Im ridin with Bidenäô,en,US
1756362239072727394,RT   Im ridin with Bidenäô,en,US
1756362329057362260,RT   Im ridin with Bidenäô,en,US
1756362239072727394,RT   Im ridin with Bidenäô,en,US
1756362367041257789, You would have to be a complete moron to vote for Biden,en,US
1756362367041257789, You would have to be a complete moron to vote for Biden,en,US
1756362367041257789, You would have to be a complete moron to vote for Biden,en,US
1756362195422871968,RT   This would be plastered everywhere if it was Biden,en,US
1756362141601239447,RT   This would be plastered everywhere if it was Biden,en,US
1756362195422871968,RT   This would be plastered everywhere if it was Biden,en,US
1756362141601239447,RT   This would be plastered everywhere if it was Biden,en,US
1756362195422871968,RT   This would be plastered everywhere if it was Biden,en,US
1756362141601239447,RT   This would be plastered everywhere if it was Biden,en,US
1756362320044020043, when people say Biden is old  that is the nice was of saying senile,en,US
1756362320044020043, when people say Biden is old  that is the nice was of saying senile,en,US
1756362320044020043, when people say Biden is old  that is the nice was of saying senile,en,US
1756362230629650834,RT  Today is February 8th, and Joe Biden is the WORST president in US history,en,US
1756362230629650834,RT  Today is February 8th, and Joe Biden is the WORST president in US history,en,US
1756362230629650834,RT  Today is February 8th, and Joe Biden is the WORST president in US history,en,US
1756362208328446322,RT  Today is February 9th, and Joe Biden is the WORST president in US history,en,US
1756362208328446322,RT  Today is February 9th, and Joe Biden is the WORST president in US history,en,US
1756362208328446322,RT  Today is February 9th, and Joe Biden is the WORST president in US history,en,US
1756362257758626022,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362213701403132,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362167933170015,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362164284145851,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362142234853453,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362257758626022,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362213701403132,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362167933170015,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362164284145851,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362142234853453,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362013738176561,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362257758626022,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362213701403132,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362167933170015,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362164284145851,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362142234853453,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362013738176561,RT  Today is February 10th, and Joe Biden is the WORST president in US history,en,US
1756362211725860995,RT  Davis If Biden Isnt Fit To Stand Trial, Hes Not Fit To Be President 
1756362211725860995,RT  Davis If Biden Isnt Fit To Stand Trial, Hes Not Fit To Be President 
1756362211725860995,RT  Davis If Biden Isnt Fit To Stand Trial, Hes Not Fit To Be President 
1756362203278504076, Biden needs to resign or removed for office as he has been determined to be mentally unfit to govern,en,US
1756362203278504076, Biden needs to resign or removed for office as he has been determined to be mentally unfit to govern,en,US
1756362203278504076, Biden needs to resign or removed for office as he has been determined to be mentally unfit to govern,en,US
1756362352738329039,RT  before retiring last fall, Gen Mark Milley worked closely wBiden on the most serious issues a president handles

weigh,en,US
1756362265673019883,RT  before retiring last fall, Gen Mark Milley worked closely wBiden on the most serious issues a president handles

weigh,en,US
1756362352738329039,RT  before retiring last fall, Gen Mark Milley worked closely wBiden on the most serious issues a president handles

weigh,en,US
1756362265673019883,RT  before retiring last fall, Gen Mark Milley worked closely wBiden on the most serious issues a president handles

weigh,en,US
1756362352738329039,RT  before retiring last fall, Gen Mark Milley worked closely wBiden on the most serious issues a president handles

weigh,en,US
1756362265673019883,RT  before retiring last fall, Gen Mark Milley worked closely wBiden on the most serious issues a president handles

weigh,en,US
1756362333004124581,RT  The Special Counsel appointed by the DOJ yesterday said that Biden basically enjoys immunity from criminal prosecution beca,en,US
1756362273503998033,RT  The Special Counsel appointed by the DOJ yesterday said that Biden basically enjoys immunity from criminal prosecution beca,en,US
1756362108466258247,RT  The Special Counsel appointed by the DOJ yesterday said that Biden basically enjoys immunity from criminal prosecution beca,en,US
1756362333004124581,RT  The Special Counsel appointed by the DOJ yesterday said that Biden basically enjoys immunity from criminal prosecution beca,en,US
1756362273503998033,RT  The Special Counsel appointed by the DOJ yesterday said that Biden basically enjoys immunity from criminal prosecution beca,en,US
1756362108466258247,RT  The Special Counsel appointed by the DOJ yesterday said that Biden basically enjoys immunity from criminal prosecution beca,en,US
1756362333004124581,RT  The Special Counsel appointed by the DOJ yesterday said that Biden basically enjoys immunity from criminal prosecution beca,en,US
1756362273503998033,RT  The Special Counsel appointed by the DOJ yesterday said that Biden basically enjoys immunity from criminal prosecution beca,en,US
1756362108466258247,RT  The Special Counsel appointed by the DOJ yesterday said that Biden basically enjoys immunity from criminal prosecution beca,en,US
1756362368253129001,RT  Recent economic news has been extremely good But theres a strange meme among some D consultants that Biden shouldnt boa,en,US
1756362089730318773,RT  Recent economic news has been extremely good But theres a strange meme among some D consultants that Biden shouldnt boa,en,US
1756362368253129001,RT  Recent economic news has been extremely good But theres a strange meme among some D consultants that Biden shouldnt boa,en,US
1756362089730318773,RT  Recent economic news has been extremely good But theres a strange meme among some D consultants that Biden shouldnt boa,en,US
1756362056691777782,RT  Recent economic news has been extremely good But theres a strange meme among some D consultants that Biden shouldnt boa,en,US
1756362368253129001,RT  Recent economic news has been extremely good But theres a strange meme among some D consultants that Biden shouldnt boa,en,US
1756362089730318773,RT  Recent economic news has been extremely good But theres a strange meme among some D consultants that Biden shouldnt boa,en,US
1756362056691777782,RT  Recent economic news has been extremely good But theres a strange meme among some D consultants that Biden shouldnt boa,en,US
1756362058747240686,RT  UNFIT House GOP Leaders Release Statement on Biden, Unfit for the Oval Office

A man too incapable of being held acc,en,US
1756362058747240686,RT  UNFIT House GOP Leaders Release Statement on Biden, Unfit for the Oval Office

A man too incapable of being held acc,en,US
1756362147783950666,RT  They have two choices now
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362130922557813,RT  They have two choices now
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362147783950666,RT  They have two choices now
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362130922557813,RT  They have two choices now
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362034080579750,RT  They have two choices now
Admit Biden is senile, and not a criminal
Admit Biden is a criminal, and hes not senile
There,en,US
1756362013586952481,RT  They have two choices now
